tweet,tokens,label
play game bitch,"['play', 'game', 'bitch']",0
allowed play flappy bird around grandma swears stop swearing lol,"['allowed', 'play', 'flappy', 'bird', 'around', 'grandma', 'swears', 'stop', 'swearing', 'lol']",0
associate ya nicca,"['associate', 'ya', 'nicca']",0
eating pussy unamerican,"['eating', 'pussy', 'unamerican']",0
even ive already smoked country bitch fuck want,"['even', 'ive', 'already', 'smoked', 'country', 'bitch', 'fuck', 'want']",0
even sweating hoe,"['even', 'sweating', 'hoe']",0
every girl like sweet as emoji as nigguh girl like sexy af as nigguh,"['every', 'girl', 'like', 'sweet', 'as', 'emoji', 'as', 'nigguh', 'girl', 'like', 'sexy', 'af', 'as', 'nigguh']",0
finna play bitch lmao,"['finna', 'play', 'bitch', 'lmao']",0
going put red equal sign facebook im faggot im marriage equality prop,"['going', 'put', 'red', 'equal', 'sign', 'facebook', 'im', 'faggot', 'im', 'marriage', 'equality', 'prop']",0
exist contribute contribute thing enjoy often queer person behind product,"['exist', 'contribute', 'contribute', 'thing', 'enjoy', 'often', 'queer', 'person', 'behind', 'product']",0
fault yo bitch wan na flip,"['fault', 'yo', 'bitch', 'wan', 'na', 'flip']",0
one bitch texting right follower inch rim inch tv straight as teeth text message ima kill,"['one', 'bitch', 'texting', 'right', 'follower', 'inch', 'rim', 'inch', 'tv', 'straight', 'as', 'teeth', 'text', 'message', 'ima', 'kill']",0
protected state utah fear queer couple forcing church marry legally,"['protected', 'state', 'utah', 'fear', 'queer', 'couple', 'forcing', 'church', 'marry', 'legally']",0
really sure describe whats happening eurotrash vip room,"['really', 'sure', 'describe', 'whats', 'happening', 'eurotrash', 'vip', 'room']",0
sure teabaggers would care nelson mandela he one know mean teaparty tcot,"['sure', 'teabaggers', 'would', 'care', 'nelson', 'mandela', 'he', 'one', 'know', 'mean', 'teaparty', 'tcot']",0
sure someone would put picture escort website aint selling pussy,"['sure', 'someone', 'would', 'put', 'picture', 'escort', 'website', 'aint', 'selling', 'pussy']",0
plan dying soon im totally going write kenobi sole heir he thing locally trust,"['plan', 'dying', 'soon', 'im', 'totally', 'going', 'write', 'kenobi', 'sole', 'heir', 'he', 'thing', 'locally', 'trust']",0
type take slow turn good girl hoe spookyblack,"['type', 'take', 'slow', 'turn', 'good', 'girl', 'hoe', 'spookyblack']",0
call bitch gone hate bitch,"['call', 'bitch', 'gone', 'hate', 'bitch']",0
sound like total bitch im tired people kid back school pic aint post pic back college day,"['sound', 'like', 'total', 'bitch', 'im', 'tired', 'people', 'kid', 'back', 'school', 'pic', 'aint', 'post', 'pic', 'back', 'college', 'day']",0
trash plain fuck come elephant print,"['trash', 'plain', 'fuck', 'come', 'elephant', 'print']",0
true every man hoe bye,"['true', 'every', 'man', 'hoe', 'bye']",0
trying follow spook offense,"['trying', 'follow', 'spook', 'offense']",1
ya grandma brownie wink wink,"['ya', 'grandma', 'brownie', 'wink', 'wink']",0
note rocketeer remove cardboard launcher carry trash bin fleeing tidyterrorist,"['note', 'rocketeer', 'remove', 'cardboard', 'launcher', 'carry', 'trash', 'bin', 'fleeing', 'tidyterrorist']",0
note khorasan old arabic name part iran afghanistan invention modern jihadis justsayin,"['note', 'khorasan', 'old', 'arabic', 'name', 'part', 'iran', 'afghanistan', 'invention', 'modern', 'jihadis', 'justsayin']",0
nothing good tv eating ball inning great,"['nothing', 'good', 'tv', 'eating', 'ball', 'inning', 'great']",0
nothing spicy stop fucking bitch eat cry fucking pussy,"['nothing', 'spicy', 'stop', 'fucking', 'bitch', 'eat', 'cry', 'fucking', 'pussy']",0
nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flipping munn,"['nothing', 'yokel', 'msu', 'fan', 'constantly', 'reassess', 'izzo', 'aka', 'consistent', 'winner', 'since', 'daugherty', 'biggie', 'flipping', 'munn']",0
nothing say teabagger like millionaire complaining broke huh hillaryclinton hillary give break lol p,"['nothing', 'say', 'teabagger', 'like', 'millionaire', 'complaining', 'broke', 'huh', 'hillaryclinton', 'hillary', 'give', 'break', 'lol', 'p']",0
nothing worse baby bitch pussy go fly kite,"['nothing', 'worse', 'baby', 'bitch', 'pussy', 'go', 'fly', 'kite']",0
notice didnt tweet bytches bytch different bitch logic werks,"['notice', 'didnt', 'tweet', 'bytches', 'bytch', 'different', 'bitch', 'logic', 'werks']",0
notice dont make music nigga dont get pussydrake lordknows,"['notice', 'dont', 'make', 'music', 'nigga', 'dont', 'get', 'pussydrake', 'lordknows']",0
seeing chatter among jihadi fan taking credit alledged kidnapping frenchman algeria france,"['seeing', 'chatter', 'among', 'jihadi', 'fan', 'taking', 'credit', 'alledged', 'kidnapping', 'frenchman', 'algeria', 'france']",0
could say name butttttt ya bitch already know,"['could', 'say', 'name', 'butttttt', 'ya', 'bitch', 'already', 'know']",0
dont even want anything son bitch,"['dont', 'even', 'want', 'anything', 'son', 'bitch']",0
seperate nigga dont trust nigga aint starve wit bitch didnt fuc,"['seperate', 'nigga', 'dont', 'trust', 'nigga', 'aint', 'starve', 'wit', 'bitch', 'didnt', 'fuc']",0
im gook boy shawty,"['im', 'gook', 'boy', 'shawty']",0
im listening lil spook getting good kinda sad imma single fall know youll getting annoyed tl aye,"['im', 'listening', 'lil', 'spook', 'getting', 'good', 'kinda', 'sad', 'imma', 'single', 'fall', 'know', 'youll', 'getting', 'annoyed', 'tl', 'aye']",0
unfollowing lol pussy turned lately wont fucking time soon forever dry,"['unfollowing', 'lol', 'pussy', 'turned', 'lately', 'wont', 'fucking', 'time', 'soon', 'forever', 'dry']",0
day niqqas would rather real wit niqqa bitch wan na fuck wit rather day one niqqa smfh generation fallin,"['day', 'niqqas', 'would', 'rather', 'real', 'wit', 'niqqa', 'bitch', 'wan', 'na', 'fuck', 'wit', 'rather', 'day', 'one', 'niqqa', 'smfh', 'generation', 'fallin']",0
day hoe twerkin new weave,"['day', 'hoe', 'twerkin', 'new', 'weave']",0
neighborhood nigga like aint supposed get pussy like,"['neighborhood', 'nigga', 'like', 'aint', 'supposed', 'get', 'pussy', 'like']",0
hoe bout post saint lost im still cute pic gram,"['hoe', 'bout', 'post', 'saint', 'lost', 'im', 'still', 'cute', 'pic', 'gram']",0
da heat fan bacc yall niccas kill aint tweeted shit damn game,"['da', 'heat', 'fan', 'bacc', 'yall', 'niccas', 'kill', 'aint', 'tweeted', 'shit', 'damn', 'game']",0
dont hate ol lyin as hoe smilin ya face wearin best friend clothes,"['dont', 'hate', 'ol', 'lyin', 'as', 'hoe', 'smilin', 'ya', 'face', 'wearin', 'best', 'friend', 'clothes']",0
infuriated jihadis putting murder request saudi fighter pilot participated bombing syria isi,"['infuriated', 'jihadis', 'putting', 'murder', 'request', 'saudi', 'fighter', 'pilot', 'participated', 'bombing', 'syria', 'isi']",0
side bitch main bitch bc main hoe aint feeling mo mo,"['side', 'bitch', 'main', 'bitch', 'bc', 'main', 'hoe', 'aint', 'feeling', 'mo', 'mo']",0
side bitch main bitch cause main bitch aint feelin moe,"['side', 'bitch', 'main', 'bitch', 'cause', 'main', 'bitch', 'aint', 'feelin', 'moe']",0
niccas wont haircut,"['niccas', 'wont', 'haircut']",0
put ya as dicc let know baddest lit bitch,"['put', 'ya', 'as', 'dicc', 'let', 'know', 'baddest', 'lit', 'bitch']",0
nicki minaj said fuck skinny bitch watch fat bitch come outta time play,"['nicki', 'minaj', 'said', 'fuck', 'skinny', 'bitch', 'watch', 'fat', 'bitch', 'come', 'outta', 'time', 'play']",0
thats let beat build bitch thats ish hit kill switch,"['thats', 'let', 'beat', 'build', 'bitch', 'thats', 'ish', 'hit', 'kill', 'switch']",0
bitch tryin vids gurl sit cho as,"['bitch', 'tryin', 'vids', 'gurl', 'sit', 'cho', 'as']",0
cheating bitch yall defense sad fuck cheat,"['cheating', 'bitch', 'yall', 'defense', 'sad', 'fuck', 'cheat']",0
new bitch acting dumb tryna correct every word,"['new', 'bitch', 'acting', 'dumb', 'tryna', 'correct', 'every', 'word']",0
put pussy vivian bet playing,"['put', 'pussy', 'vivian', 'bet', 'playing']",0
youre drinking till youre unconscious feel get fine bitch,"['youre', 'drinking', 'till', 'youre', 'unconscious', 'feel', 'get', 'fine', 'bitch']",0
jihadi network waking claiming raqqa radio confirmed two plane shot pilot captured isi syria,"['jihadi', 'network', 'waking', 'claiming', 'raqqa', 'radio', 'confirmed', 'two', 'plane', 'shot', 'pilot', 'captured', 'isi', 'syria']",0
nower day defenition bad bitch good pussy,"['nower', 'day', 'defenition', 'bad', 'bitch', 'good', 'pussy']",0
nuggas obsessed homies like cant bag bitch,"['nuggas', 'obsessed', 'homies', 'like', 'cant', 'bag', 'bitch']",0
nuh uh still count im hoe twitter bae,"['nuh', 'uh', 'still', 'count', 'im', 'hoe', 'twitter', 'bae']",0
nuke town pussy,"['nuke', 'town', 'pussy']",0
nyomi banxxx skin diamond last good ebony porn bitch,"['nyomi', 'banxxx', 'skin', 'diamond', 'last', 'good', 'ebony', 'porn', 'bitch']",0
og old faced hunnids young hoe,"['og', 'old', 'faced', 'hunnids', 'young', 'hoe']",0
ogs love see yung nicca come,"['ogs', 'love', 'see', 'yung', 'nicca', 'come']",0
oh saying democrat lost teabagger vote lmao bobble head morningjoe,"['oh', 'saying', 'democrat', 'lost', 'teabagger', 'vote', 'lmao', 'bobble', 'head', 'morningjoe']",0
ohh whine whine whine say faggot as steroid cream forgiving giant busterposey takin shot barrybonds,"['ohh', 'whine', 'whine', 'whine', 'say', 'faggot', 'as', 'steroid', 'cream', 'forgiving', 'giant', 'busterposey', 'takin', 'shot', 'barrybonds']",0
okc nigguh,"['okc', 'nigguh']",0
omg im high bitch,"['omg', 'im', 'high', 'bitch']",0
omg ugly faggot bad mother kill like robin williams,"['omg', 'ugly', 'faggot', 'bad', 'mother', 'kill', 'like', 'robin', 'williams']",1
omg yall ever met dyke didnt kid,"['omg', 'yall', 'ever', 'met', 'dyke', 'didnt', 'kid']",0
omg nothing life made softer fuck nigger dick,"['omg', 'nothing', 'life', 'made', 'softer', 'fuck', 'nigger', 'dick']",0
omg yo side bitch find gift bought ya girl lmfaoooooooo,"['omg', 'yo', 'side', 'bitch', 'find', 'gift', 'bought', 'ya', 'girl', 'lmfaoooooooo']",0
omg bitch tico wont stfu already,"['omg', 'bitch', 'tico', 'wont', 'stfu', 'already']",0
omg throwing beer bottle street yelling drunk homeless people stop harassing trannies game torturebaseball,"['omg', 'throwing', 'beer', 'bottle', 'street', 'yelling', 'drunk', 'homeless', 'people', 'stop', 'harassing', 'trannies', 'game', 'torturebaseball']",0
omggggg nigga said jerry black bitch,"['omggggg', 'nigga', 'said', 'jerry', 'black', 'bitch']",0
sight bitch bet see street trash as nigga,"['sight', 'bitch', 'bet', 'see', 'street', 'trash', 'as', 'nigga']",0
ot nicca word nigga played jesus,"['ot', 'nicca', 'word', 'nigga', 'played', 'jesus']",0
obama mocked special olympics wendy davis mock handicapped ya see pattern democrat tcot uniteblue,"['obama', 'mocked', 'special', 'olympics', 'wendy', 'davis', 'mock', 'handicapped', 'ya', 'see', 'pattern', 'democrat', 'tcot', 'uniteblue']",0
obamas newly released gitmo jihadi link terrorist syria tcot pjnet,"['obamas', 'newly', 'released', 'gitmo', 'jihadi', 'link', 'terrorist', 'syria', 'tcot', 'pjnet']",0
obamas faves muslim black ghetto trash via,"['obamas', 'faves', 'muslim', 'black', 'ghetto', 'trash', 'via']",1
obamas hellfire missile tend vaporize jihadis uniteblue,"['obamas', 'hellfire', 'missile', 'tend', 'vaporize', 'jihadis', 'uniteblue']",0
ocean drive gave pill think met pussy ocean drive,"['ocean', 'drive', 'gave', 'pill', 'think', 'met', 'pussy', 'ocean', 'drive']",0
och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden,"['och', 'hoe', 'wonderbaarlijk', 'dat', 'jan', 'het', 'alweer', 'met', 'n', 'marokkaanse', 'bner', 'aan', 'de', 'stok', 'heeft', 'na', 'fatima', 'lamyea', 'tofik', 'nu', 'ook', 'abdelka', 'te', 'min', 'gevonden']",0
lazy bitch laziest today noregrets,"['lazy', 'bitch', 'laziest', 'today', 'noregrets']",0
course faith baseball year barrybonds goddamn retard moron,"['course', 'faith', 'baseball', 'year', 'barrybonds', 'goddamn', 'retard', 'moron']",1
course mean fajita time im flat ironing oh bitch aint never leaving,"['course', 'mean', 'fajita', 'time', 'im', 'flat', 'ironing', 'oh', 'bitch', 'aint', 'never', 'leaving']",0
lot dope bitch high af,"['lot', 'dope', 'bitch', 'high', 'af']",0
offensive line trash,"['offensive', 'line', 'trash']",0
offensively joe johnson good lebron better dont pussy,"['offensively', 'joe', 'johnson', 'good', 'lebron', 'better', 'dont', 'pussy']",0
official jihadi cockroach booking ticket cruise ship syria,"['official', 'jihadi', 'cockroach', 'booking', 'ticket', 'cruise', 'ship', 'syria']",0
oh hope dre fall dickhole first pussy,"['oh', 'hope', 'dre', 'fall', 'dickhole', 'first', 'pussy']",0
oh forgot lived ghettohoodrats,"['oh', 'forgot', 'lived', 'ghettohoodrats']",0
oh im back nd vap dont fuck one bitch,"['oh', 'im', 'back', 'nd', 'vap', 'dont', 'fuck', 'one', 'bitch']",0
oh im nasty smoking cigarette youre nasty washing behind ear everyday stupid little bitch,"['oh', 'im', 'nasty', 'smoking', 'cigarette', 'youre', 'nasty', 'washing', 'behind', 'ear', 'everyday', 'stupid', 'little', 'bitch']",0
oh yahweh hand upon shadow hovers mefor sake house ysrahal mock day long,"['oh', 'yahweh', 'hand', 'upon', 'shadow', 'hovers', 'mefor', 'sake', 'house', 'ysrahal', 'mock', 'day', 'long']",0
oh bitch lurkin well bitch im twerkin,"['oh', 'bitch', 'lurkin', 'well', 'bitch', 'im', 'twerkin']",0
oh hell yeah lol know nicca injury prone,"['oh', 'hell', 'yeah', 'lol', 'know', 'nicca', 'injury', 'prone']",0
oh multiple dna ol girl man ran train hoe,"['oh', 'multiple', 'dna', 'ol', 'girl', 'man', 'ran', 'train', 'hoe']",0
oh coon bike week charlotte ok make sense,"['oh', 'coon', 'bike', 'week', 'charlotte', 'ok', 'make', 'sense']",0
oh look cutler didnt step throw threw int nice flat footed throw cunt,"['oh', 'look', 'cutler', 'didnt', 'step', 'throw', 'threw', 'int', 'nice', 'flat', 'footed', 'throw', 'cunt']",0
oh man could serious first ever chanel bag contender grapecolored chanel bag,"['oh', 'man', 'could', 'serious', 'first', 'ever', 'chanel', 'bag', 'contender', 'grapecolored', 'chanel', 'bag']",0
oh god oh god im going bitch mob party today oh god,"['oh', 'god', 'oh', 'god', 'im', 'going', 'bitch', 'mob', 'party', 'today', 'oh', 'god']",0
oh god bitch walked past legit smelled like fish market tfeh tfeh tfeh,"['oh', 'god', 'bitch', 'walked', 'past', 'legit', 'smelled', 'like', 'fish', 'market', 'tfeh', 'tfeh', 'tfeh']",0
oh oreo baked chocolate chip cookie surprise,"['oh', 'oreo', 'baked', 'chocolate', 'chip', 'cookie', 'surprise']",0
oh nah bitch work much even think lol,"['oh', 'nah', 'bitch', 'work', 'much', 'even', 'think', 'lol']",0
oh didnt watch yo mouth bitch one bitch two dog,"['oh', 'didnt', 'watch', 'yo', 'mouth', 'bitch', 'one', 'bitch', 'two', 'dog']",0
oh tht hoe ode fake,"['oh', 'tht', 'hoe', 'ode', 'fake']",0
oh friday night night bitch cheat,"['oh', 'friday', 'night', 'night', 'bitch', 'cheat']",0
oh please youre pussy,"['oh', 'please', 'youre', 'pussy']",0
oh respect bitch spiteful come child,"['oh', 'respect', 'bitch', 'spiteful', 'come', 'child']",0
oh shit still light ive bitch long,"['oh', 'shit', 'still', 'light', 'ive', 'bitch', 'long']",0
oh shit dallas trash hairline trash,"['oh', 'shit', 'dallas', 'trash', 'hairline', 'trash']",0
oh snap im realizing skinny tranny jared leto he wo unrecognizable weight loss geez,"['oh', 'snap', 'im', 'realizing', 'skinny', 'tranny', 'jared', 'leto', 'he', 'wo', 'unrecognizable', 'weight', 'loss', 'geez']",0
oh bc didnt cover u bitch wan na talk shit,"['oh', 'bc', 'didnt', 'cover', 'u', 'bitch', 'wan', 'na', 'talk', 'shit']",0
oh well lil stupid as bitch dont fuck youuuuuu idfwu bitter as song fuck nigga like,"['oh', 'well', 'lil', 'stupid', 'as', 'bitch', 'dont', 'fuck', 'youuuuuu', 'idfwu', 'bitter', 'as', 'song', 'fuck', 'nigga', 'like']",0
oh yeah especially winston niccas lmao think wont lol nigga,"['oh', 'yeah', 'especially', 'winston', 'niccas', 'lmao', 'think', 'wont', 'lol', 'nigga']",0
oh got new bitch think got new bitch,"['oh', 'got', 'new', 'bitch', 'think', 'got', 'new', 'bitch']",0
oh one stuck bitch,"['oh', 'one', 'stuck', 'bitch']",0
oh want pho well saimigi ghetto pho eat shit since im broke,"['oh', 'want', 'pho', 'well', 'saimigi', 'ghetto', 'pho', 'eat', 'shit', 'since', 'im', 'broke']",0
oh gon na ruining life throwing away smoking weed test score higher trash life,"['oh', 'gon', 'na', 'ruining', 'life', 'throwing', 'away', 'smoking', 'weed', 'test', 'score', 'higher', 'trash', 'life']",0
oh im back bitch one walk ever ever,"['oh', 'im', 'back', 'bitch', 'one', 'walk', 'ever', 'ever']",0
oh bitch scandal,"['oh', 'bitch', 'scandal']",0
oh whitney cant b true sob sob weep sob oh crack industry lost champion ripwhitney ya dumb bitch,"['oh', 'whitney', 'cant', 'b', 'true', 'sob', 'sob', 'weep', 'sob', 'oh', 'crack', 'industry', 'lost', 'champion', 'ripwhitney', 'ya', 'dumb', 'bitch']",0
oh wow avoiding bitch,"['oh', 'wow', 'avoiding', 'bitch']",0
ohh btw get call blame bitch keep signing people bc want gym buddy lol,"['ohh', 'btw', 'get', 'call', 'blame', 'bitch', 'keep', 'signing', 'people', 'bc', 'want', 'gym', 'buddy', 'lol']",0
ohh gawdd woke throwed dis nicca paper slept n damn car n threw n shit n lost phone smh gm,"['ohh', 'gawdd', 'woke', 'throwed', 'dis', 'nicca', 'paper', 'slept', 'n', 'damn', 'car', 'n', 'threw', 'n', 'shit', 'n', 'lost', 'phone', 'smh', 'gm']",0
ohkay texas bitch keep textin callin cryin stressin bout ive another bitch allegedly,"['ohkay', 'texas', 'bitch', 'keep', 'textin', 'callin', 'cryin', 'stressin', 'bout', 'ive', 'another', 'bitch', 'allegedly']",0
ohmygod please dont bitch today,"['ohmygod', 'please', 'dont', 'bitch', 'today']",0
oi look pussy bed,"['oi', 'look', 'pussy', 'bed']",0
ok show cartoon network complete trash stevm universe awwwwwesomeeeeee,"['ok', 'show', 'cartoon', 'network', 'complete', 'trash', 'stevm', 'universe', 'awwwwwesomeeeeee']",0
ok funny proud liberal want end racism call tim scott uncle tom lolz lib idiot tcot,"['ok', 'funny', 'proud', 'liberal', 'want', 'end', 'racism', 'call', 'tim', 'scott', 'uncle', 'tom', 'lolz', 'lib', 'idiot', 'tcot']",0
ok night night bitch,"['ok', 'night', 'night', 'bitch']",0
ok bitch say wut think shesaid believe u described urself dumbass,"['ok', 'bitch', 'say', 'wut', 'think', 'shesaid', 'believe', 'u', 'described', 'urself', 'dumbass']",1
ok sucking dick isnt supposed done cute manor like eating pussy youre supposed scared,"['ok', 'sucking', 'dick', 'isnt', 'supposed', 'done', 'cute', 'manor', 'like', 'eating', 'pussy', 'youre', 'supposed', 'scared']",0
okay im gon na need everyone stop calling rihanna hoe k thanks,"['okay', 'im', 'gon', 'na', 'need', 'everyone', 'stop', 'calling', 'rihanna', 'hoe', 'k', 'thanks']",0
okay ajay got one time call bitch one lit sub tweet like bitch fucc yo lit life got going,"['okay', 'ajay', 'got', 'one', 'time', 'call', 'bitch', 'one', 'lit', 'sub', 'tweet', 'like', 'bitch', 'fucc', 'yo', 'lit', 'life', 'got', 'going']",0
okay number aint saved long okay thancc tf hoe,"['okay', 'number', 'aint', 'saved', 'long', 'okay', 'thancc', 'tf', 'hoe']",0
okay dont reply didnt want anyways bitch,"['okay', 'dont', 'reply', 'didnt', 'want', 'anyways', 'bitch']",0
okay know im like ten year late freaking hate ana sofia lost fuck dumb bitch wtf problem,"['okay', 'know', 'im', 'like', 'ten', 'year', 'late', 'freaking', 'hate', 'ana', 'sofia', 'lost', 'fuck', 'dumb', 'bitch', 'wtf', 'problem']",0
okay either super dyke weird car sex fetish,"['okay', 'either', 'super', 'dyke', 'weird', 'car', 'sex', 'fetish']",0
okay right bitch mad cause opened mouth greysanatomy,"['okay', 'right', 'bitch', 'mad', 'cause', 'opened', 'mouth', 'greysanatomy']",0
okay kid rickandmorty came thats know im tweeting way late sunday night booya bitch im outta,"['okay', 'kid', 'rickandmorty', 'came', 'thats', 'know', 'im', 'tweeting', 'way', 'late', 'sunday', 'night', 'booya', 'bitch', 'im', 'outta']",0
okay maybe every losangeles evil would people ive encountered trash another barely human,"['okay', 'maybe', 'every', 'losangeles', 'evil', 'would', 'people', 'ive', 'encountered', 'trash', 'another', 'barely', 'human']",0
okay natitude sooooo cool come bitch dont call obama bo jingo thats thought gobuycomb,"['okay', 'natitude', 'sooooo', 'cool', 'come', 'bitch', 'dont', 'call', 'obama', 'bo', 'jingo', 'thats', 'thought', 'gobuycomb']",0
okay ill stop bitch maybe,"['okay', 'ill', 'stop', 'bitch', 'maybe']",0
oklahoma yard tu point trashhhhhhhh as team big xii trash,"['oklahoma', 'yard', 'tu', 'point', 'trashhhhhhhh', 'as', 'team', 'big', 'xii', 'trash']",0
ol bitch as look like got bobble head,"['ol', 'bitch', 'as', 'look', 'like', 'got', 'bobble', 'head']",0
ol head always think young nicca gon runoff wit sacc,"['ol', 'head', 'always', 'think', 'young', 'nicca', 'gon', 'runoff', 'wit', 'sacc']",0
old hoe lol juice gone im old bitty,"['old', 'hoe', 'lol', 'juice', 'gone', 'im', 'old', 'bitty']",0
old hoe get mad dont show attention want,"['old', 'hoe', 'get', 'mad', 'dont', 'show', 'attention', 'want']",0
old lady went pay reached way plate hate eating bar countertop stupid white bitch,"['old', 'lady', 'went', 'pay', 'reached', 'way', 'plate', 'hate', 'eating', 'bar', 'countertop', 'stupid', 'white', 'bitch']",0
older black guy factory know none coon work tipped here right,"['older', 'black', 'guy', 'factory', 'know', 'none', 'coon', 'work', 'tipped', 'here', 'right']",0
ole girl really told doesnt care boyfriend hoe whats wrong generation,"['ole', 'girl', 'really', 'told', 'doesnt', 'care', 'boyfriend', 'hoe', 'whats', 'wrong', 'generation']",0
olivias pussy good got jake sip tea enemy op baddest bitch scandalabc,"['olivias', 'pussy', 'good', 'got', 'jake', 'sip', 'tea', 'enemy', 'op', 'baddest', 'bitch', 'scandalabc']",0
omer asik trash offensive side floor dude real life murky doo doo water,"['omer', 'asik', 'trash', 'offensive', 'side', 'floor', 'dude', 'real', 'life', 'murky', 'doo', 'doo', 'water']",0
omfg im murk bitch see red dude,"['omfg', 'im', 'murk', 'bitch', 'see', 'red', 'dude']",0
omfg tattoo hurt like bitch painful,"['omfg', 'tattoo', 'hurt', 'like', 'bitch', 'painful']",0
omfg crazy bitch,"['omfg', 'crazy', 'bitch']",0
omg day exactly week ill vega bitch edclv,"['omg', 'day', 'exactly', 'week', 'ill', 'vega', 'bitch', 'edclv']",0
omg dot im sure thats give away free bitch,"['omg', 'dot', 'im', 'sure', 'thats', 'give', 'away', 'free', 'bitch']",0
omg hate bitch fucking laugh shut fuck upppp,"['omg', 'hate', 'bitch', 'fucking', 'laugh', 'shut', 'fuck', 'upppp']",0
omg go charlie bear twerk team fuck,"['omg', 'go', 'charlie', 'bear', 'twerk', 'team', 'fuck']",0
omg kill liking pic swear bitch,"['omg', 'kill', 'liking', 'pic', 'swear', 'bitch']",0
omg bitch buy dildo stfu,"['omg', 'bitch', 'buy', 'dildo', 'stfu']",0
omg bruh said bitch look like female jb smoove lmao,"['omg', 'bruh', 'said', 'bitch', 'look', 'like', 'female', 'jb', 'smoove', 'lmao']",0
omg chloe pulled house like come outside bitch hella cray,"['omg', 'chloe', 'pulled', 'house', 'like', 'come', 'outside', 'bitch', 'hella', 'cray']",0
omg fuck bitch basedgod,"['omg', 'fuck', 'bitch', 'basedgod']",0
omg he he pathetic spineless ball piece trash twitter ive ever seen let go throw blah,"['omg', 'he', 'he', 'pathetic', 'spineless', 'ball', 'piece', 'trash', 'twitter', 'ive', 'ever', 'seen', 'let', 'go', 'throw', 'blah']",0
omg bitch said shit,"['omg', 'bitch', 'said', 'shit']",0
omg bitch standing humming deep annoying tone whole time counter wtf,"['omg', 'bitch', 'standing', 'humming', 'deep', 'annoying', 'tone', 'whole', 'time', 'counter', 'wtf']",0
omg cutest little tinker bell ever,"['omg', 'cutest', 'little', 'tinker', 'bell', 'ever']",0
omg wont say face stupid as hoe talkin shit imma whoop as dramatic teenage girl,"['omg', 'wont', 'say', 'face', 'stupid', 'as', 'hoe', 'talkin', 'shit', 'imma', 'whoop', 'as', 'dramatic', 'teenage', 'girl']",1
omgggggggggg mila kunis fing hot f sarah marshall shes like bird anorexic,"['omgggggggggg', 'mila', 'kunis', 'fing', 'hot', 'f', 'sarah', 'marshall', 'shes', 'like', 'bird', 'anorexic']",0
omm bitch dumb as fuck,"['omm', 'bitch', 'dumb', 'as', 'fuck']",0
omoide yokocho shinjuku tokyo japan japn lost japan miguel michn,"['omoide', 'yokocho', 'shinjuku', 'tokyo', 'japan', 'japn', 'lost', 'japan', 'miguel', 'michn']",0
gc lv dis bitch,"['gc', 'lv', 'dis', 'bitch']",0
upenn campus black chick trash theyre gon na paid,"['upenn', 'campus', 'black', 'chick', 'trash', 'theyre', 'gon', 'na', 'paid']",1
handstand pop pussy delight,"['handstand', 'pop', 'pussy', 'delight']",0
mission find zebra cake,"['mission', 'find', 'zebra', 'cake']",0
scale redneck im watching day thunder right gocruise,"['scale', 'redneck', 'im', 'watching', 'day', 'thunder', 'right', 'gocruise']",0
break feeling xxxtra dumb cause forgot lunch money like hoe,"['break', 'feeling', 'xxxtra', 'dumb', 'cause', 'forgot', 'lunch', 'money', 'like', 'hoe']",0
shit jus turned bitch dat grown shit,"['shit', 'jus', 'turned', 'bitch', 'dat', 'grown', 'shit']",0
anniversary isi al qaeda supporter claim ben laden show jihadi authenticity pathetic,"['anniversary', 'isi', 'al', 'qaeda', 'supporter', 'claim', 'ben', 'laden', 'show', 'jihadi', 'authenticity', 'pathetic']",0
secret party mission live tweaking mock fatpo,"['secret', 'party', 'mission', 'live', 'tweaking', 'mock', 'fatpo']",0
k online hitting niggah,"['k', 'online', 'hitting', 'niggah']",0
westside im screamin fuck kd bitch,"['westside', 'im', 'screamin', 'fuck', 'kd', 'bitch']",0
westside im screamin fuck kd bitch,"['westside', 'im', 'screamin', 'fuck', 'kd', 'bitch']",0
ya pussy rap sheet whole lot bros,"['ya', 'pussy', 'rap', 'sheet', 'whole', 'lot', 'bros']",0
againhello hardin county everyone know hoe named ashley hsn,"['againhello', 'hardin', 'county', 'everyone', 'know', 'hoe', 'named', 'ashley', 'hsn']",0
brainwork done pacemaker medical device company call contract tinker toy engineer like sctroll stribpol,"['brainwork', 'done', 'pacemaker', 'medical', 'device', 'company', 'call', 'contract', 'tinker', 'toy', 'engineer', 'like', 'sctroll', 'stribpol']",0
break ion want pussy nomore yall really hate huh,"['break', 'ion', 'want', 'pussy', 'nomore', 'yall', 'really', 'hate', 'huh']",0
hate someone everything offensive look bitch eating cracker like damn place,"['hate', 'someone', 'everything', 'offensive', 'look', 'bitch', 'eating', 'cracker', 'like', 'damn', 'place']",0
one big school full fake bitch,"['one', 'big', 'school', 'full', 'fake', 'bitch']",0
one day nigga gone learn fuck ugly bitch pregnancy need stopped,"['one', 'day', 'nigga', 'gone', 'learn', 'fuck', 'ugly', 'bitch', 'pregnancy', 'need', 'stopped']",0
